# Time(ps)	RMSD(A)
# Alignment selection: name CA
# RMSD calculation selection: name CA
# Created on: 2013-06-03 14:15:03.571858
46700 2.812560
46800 2.820647
46900 2.801453
47000 2.562706
47100 2.675312
47200 2.653334
47300 2.669902
47400 2.991421
47500 2.196702
47600 2.138642
47700 2.325062
47800 2.627016
47900 2.351029
48000 2.345567
48100 2.288420
48200 2.474884
48300 2.469762
48400 2.156419
48500 2.140931
48600 2.490594
48700 2.406544
48800 2.080424
48900 2.329432
49000 2.450938
49100 2.342134
49200 2.118242
49300 2.333509
49400 2.384097
49500 2.470805
49600 2.437156
49700 2.481241
49800 2.420618
49900 2.543280
